"x","y","z","ROI","SystemLabel","SystemName","Color","r","g","b","Anatomy","Lobe"
10.771279335022,25.6129341125488,-5.10176563262939,90,5,"Default Mode","Red",255,0,0,"Precuneus","Parietal"
3.46624422073364,18.0781936645508,-6.86718940734863,91,5,"Default Mode","Red",255,0,0,"Posterior Cingulate Gyrus","Limbic"
-5.76937675476074,21.0586547851562,10.942024230957,92,5,"Default Mode","Red",255,0,0,"Posterior Cingulate Gyrus","Limbic"
-12.1253318786621,31.9436340332031,4.88621139526367,93,5,"Default Mode","Red",255,0,0,"Precuneus","Parietal"
2.8416485786438,15.2108154296875,24.7383613586426,94,5,"Default Mode","Red",255,0,0,"Posterior Cingulate Gyrus","Limbic"
-8.19817733764648,23.7107162475586,-4.04625701904297,95,5,"Default Mode","Red",255,0,0,"Precuneus","Parietal"
-46.8126678466797,33.2038154602051,12.6932621002197,96,5,"Default Mode","Red",255,0,0,"Angular Gyrus","Parietal"
-21.3779392242432,-47.7729301452637,49.7867813110352,97,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
10.4712162017822,-52.2014961242676,52.6675415039062,98,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
17.4597053527832,-42.3160705566406,49.6418533325195,99,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
33.6095008850098,-33.5312957763672,45.3372955322266,100,5,"Default Mode","Red",255,0,0,"Middle Frontal Gyrus","Frontal"
-20.5937061309814,-54.9157791137695,42.035774230957,101,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
-11.4412002563477,-69.6603012084961,45.8417663574219,102,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
11.8749742507935,-69.2665710449219,46.4038009643555,103,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
18.9923400878906,-60.3903579711914,42.9406204223633,104,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
-5.39780759811401,-75.5011749267578,29.4851455688477,105,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
-5.92057466506958,-82.7297821044922,37.0949401855469,106,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
7.25796747207642,-76.3078918457031,13.3823318481445,107,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
-6.978928565979,-78.2472229003906,18.6825313568115,108,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
3.46667289733887,-72.0128479003906,5.51448249816895,109,5,"Default Mode","Red",255,0,0,"Anterior Cingulate Gyrus","Limbic"
-5.69567394256592,-68.713134765625,9.18050861358643,110,5,"Default Mode","Red",255,0,0,"Anterior Cingulate Gyrus","Limbic"
12.5081968307495,-67.5331497192383,19.0756855010986,111,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
4.64406871795654,-55.6817665100098,41.0916061401367,112,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
4.84511184692383,-64.5741424560547,26.2385120391846,113,5,"Default Mode","Red",255,0,0,"Anterior Cingulate Gyrus","Limbic"
19.0656566619873,-82.4047012329102,32.6917953491211,114,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
10.786075592041,-67.7783355712891,33.1444396972656,115,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus Medial Segment","Frontal"
-58.5244445800781,-22.131965637207,-17.8858509063721,116,5,"Default Mode","Red",255,0,0,"Middle Temporal Gyrus","Temporal"
53.8851051330566,-18.9694232940674,-13.4760818481445,117,5,"Default Mode","Red",255,0,0,"Middle Temporal Gyrus","Temporal"
54.9352035522461,-1.89093971252441,-13.843111038208,118,5,"Default Mode","Red",255,0,0,"Middle Temporal Gyrus","Temporal"
-58.2691383361816,-2.93213272094727,-13.8732690811157,119,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
62.7574119567871,5.82582855224609,-16.0309886932373,120,5,"Default Mode","Red",255,0,0,"Middle Temporal Gyrus","Temporal"
-11.5868043899536,-42.8133773803711,56.1772842407227,121,5,"Default Mode","Red",255,0,0,"Superior Frontal Gyrus","Frontal"
-11.0517988204956,-58.7342720031738,28.9774761199951,122,5,"Default Mode","Red",255,0,0,"Anterior Cingulate Gyrus","Limbic"
-48.1298370361328,-30.2056560516357,-14.2395620346069,123,5,"Default Mode","Red",255,0,0,"Superior Temporal Gyrus","Temporal"
25.9868469238281,5.20006561279297,-19.3218097686768,124,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
-24.6373348236084,1.84718132019043,-21.6438045501709,125,5,"Default Mode","Red",255,0,0," Lingual Gyrus","Occipital"
35.5935897827148,1.71008491516113,-24.8638782501221,126,5,"Default Mode","Red",255,0,0,"Fusiform Gyrus","Temporal"
-24.3168830871582,32.4519577026367,-45.3163452148438,127,5,"Default Mode","Red",255,0,0,"Cerebellum Exterior","Cerebellum"
-47.474365234375,-40.646068572998,-25.2773838043213,128,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
51.514045715332,-37.9505386352539,-21.031982421875,129,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
-41.4387702941895,24.6081085205078,8.06112861633301,130,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
48.3171501159668,9.77988433837891,-12.3677015304565,131,5,"Default Mode","Red",255,0,0,"Middle Temporal Gyrus","Temporal"
30.8279724121094,-50.9681396484375,-9.94813632965088,132,14,"Uncertain","Peach",238,203,173,"Posterior Orbital Gyrus","Frontal"
2.59535527229309,10.515796661377,13.6412048339844,133,6,"Memory Retrieval","Gray",127,127,127,"Posterior Cingulate Gyrus","Limbic"
7.92884111404419,44.4505004882812,14.9571380615234,134,6,"Memory Retrieval","Gray",127,127,127,"Precuneus","Parietal"
-6.99376392364502,38.4289474487305,16.46950340271,135,6,"Memory Retrieval","Gray",127,127,127,"Cerebral White Matter",NA
-3.04684352874756,25.7344284057617,27.7849521636963,136,6,"Memory Retrieval","Gray",127,127,127,"Precuneus","Parietal"
43.2039222717285,-62.5587959289551,-0.56185245513916,137,5,"Default Mode","Red",255,0,0,"Cerebral White Matter",NA
10.6913633346558,-23.6158046722412,57.0219039916992,138,11,"Ventral Attention","Teal",69,139,116,"Superior Frontal Gyrus","Frontal"
-43.6830635070801,-64.0959014892578,2.06729793548584,139,5,"Default Mode","Red",255,0,0,"Orbital Part Of The Inferior Frontal Gyrus","Frontal"
-4.83340835571289,51.9032211303711,-32.3408737182617,140,14,"Uncertain","Peach",238,203,173," Lingual Gyrus","Occipital"
-13.9076986312866,49.0081787109375,-37.3170318603516,141,14,"Uncertain","Peach",238,203,173," Lingual Gyrus","Occipital"
13.9571113586426,52.0579986572266,-36.8424911499023,142,14,"Uncertain","Peach",238,203,173,"Cerebral White Matter",NA
-14.2510061264038,11.1505279541016,-20.8420162200928,143,7,"Visual","Blue",0,0,255," Lingual Gyrus","Occipital"
-35.1059455871582,38.1197814941406,-7.56411743164062,144,7,"Visual","Blue",0,0,255,"Middle Occipital Gyrus","Occipital"
-5.01877784729004,39.2596664428711,-10.2821598052979,145,7,"Visual","Blue",0,0,255,"Calcarine Cortex","Occipital"
8.98234272003174,44.2511825561523,-18.0252666473389,146,7,"Visual","Blue",0,0,255,"Calcarine Cortex","Occipital"
28.6954746246338,45.2576751708984,-10.1423187255859,147,7,"Visual","Blue",0,0,255,"Middle Occipital Gyrus","Occipital"
-17.4655475616455,31.5868797302246,-17.7863922119141,148,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
25.4156398773193,58.73193359375,-10.9470233917236,149,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
-24.5720558166504,22.6351661682129,-23.1926898956299,150,7,"Visual","Blue",0,0,255,"Fusiform Gyrus","Temporal"
14.002028465271,32.9925384521484,-27.881555557251,151,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
18.0398483276367,33.0188636779785,-16.0259246826172,152,7,"Visual","Blue",0,0,255,"Calcarine Cortex","Occipital"
-37.425895690918,38.9775848388672,-29.9573993682861,153,7,"Visual","Blue",0,0,255," Inferior Occipital Gyrus","Occipital"
45.6046943664551,36.8132095336914,-30.4159412384033,154,7,"Visual","Blue",0,0,255,"Inferior Occipital Gyrus","Occipital"
14.8501100540161,59.0441360473633,0.0167236328125,155,7,"Visual","Blue",0,0,255,"Superior Occipital Gyrus","Occipital"
-11.2420225143433,57.7113265991211,5.61391067504883,156,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
-26.5560932159424,44.2871551513672,-0.311279296875,157,7,"Visual","Blue",0,0,255," Superior Occipital Gyrus","Occipital"
-17.4591197967529,48.1858444213867,-25.1318340301514,158,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
-11.1060991287231,46.826789855957,3.70046424865723,159,7,"Visual","Blue",0,0,255,"Cuneus","Occipital"
